case_id,genre,diplome,anciennete_annees,verite_terrain,recommandation_ia,ia_visible,decision_humaine,recours,decision_finale,decision_at,final_at,reviewer_id,synthetic
SYN-00436,Homme,Licence,3.3,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-02-10,2026-03-02,R-18,True
SYN-00437,Homme,Master,9.0,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-30,,R-04,True
SYN-00438,Femme,Bac+2,5.6,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-03-22,2026-03-31,R-22,True
SYN-00439,Femme,Master,1.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-09,,R-01,True
SYN-00440,Homme,Bac+2,2.4,Favorable,Favorable,Visible,Défavorable,Oui,Favorable,2026-01-17,2026-01-22,R-07,True
SYN-00441,Femme,Bac+2,6.0,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-17,,R-05,True
SYN-00442,Femme,Bac+2,6.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-04,,R-14,True
SYN-00443,Homme,Master,2.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-01,,R-28,True
SYN-00444,Homme,Bac+2,6.9,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-03-01,2026-03-06,R-17,True
SYN-00445,Femme,Licence,10.3,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-04,,R-30,True
SYN-00446,Femme,Master,5.8,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-13,,R-08,True
SYN-00447,Femme,Licence,4.8,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-26,,R-05,True
SYN-00448,Homme,Master,2.7,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-20,,R-17,True
SYN-00449,Homme,Licence,4.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-04,,R-21,True
SYN-00450,Homme,Bac+2,0.4,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-30,2026-05-08,R-12,True
SYN-00451,Homme,Bac+2,6.3,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-03-03,2026-03-26,R-13,True
SYN-00452,Homme,Bac+2,16.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-24,,R-08,True
SYN-00453,Homme,Master,3.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-09,,R-15,True
SYN-00454,Homme,Master,9.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-15,,R-14,True
SYN-00455,Femme,Master,6.5,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-19,,R-05,True
SYN-00456,Homme,Licence,4.6,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-02,,R-27,True
SYN-00457,Homme,Master,8.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-17,,R-27,True
SYN-00458,Femme,Bac+2,5.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-13,,R-02,True
SYN-00459,Homme,Bac+2,2.7,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-12,,R-05,True
SYN-00460,Femme,Master,1.3,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-21,,R-28,True
SYN-00461,Femme,Licence,7.8,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-22,,R-25,True
SYN-00462,Femme,Licence,0.4,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-09,,R-23,True
SYN-00463,Femme,Master,3.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-25,,R-09,True
SYN-00464,Homme,Licence,3.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-28,,R-04,True
SYN-00465,Femme,Master,10.7,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-08,,R-15,True
SYN-00466,Homme,Licence,5.0,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-16,,R-08,True
SYN-00467,Femme,Master,8.6,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-19,,R-17,True
SYN-00468,Homme,Licence,4.9,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-03,,R-04,True
SYN-00469,Homme,Bac+2,6.4,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-21,2026-06-03,R-15,True
SYN-00470,Femme,Master,7.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-07,,R-24,True
SYN-00471,Homme,Bac+2,9.1,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-28,,R-02,True
SYN-00472,Homme,Bac+2,14.1,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-02-16,2026-03-18,R-17,True
SYN-00473,Femme,Master,13.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-30,,R-08,True
SYN-00474,Homme,Licence,4.1,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-10,,R-21,True
SYN-00475,Femme,Bac+2,2.8,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-15,2026-02-03,R-15,True
SYN-00476,Homme,Bac+2,12.7,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-02-22,2026-03-11,R-29,True
SYN-00477,Femme,Master,4.2,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-13,2026-04-26,R-04,True
SYN-00478,Homme,Licence,2.3,Favorable,Favorable,Visible,Défavorable,Oui,Favorable,2026-01-31,2026-02-24,R-08,True
SYN-00479,Homme,Bac+2,5.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-24,,R-12,True
SYN-00480,Femme,Licence,0.2,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-05,,R-05,True
SYN-00481,Homme,Licence,2.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-07,,R-09,True
SYN-00482,Femme,Master,0.6,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-07,,R-29,True
SYN-00483,Homme,Master,0.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-06,,R-11,True
SYN-00484,Femme,Bac+2,8.2,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-13,,R-06,True
SYN-00485,Homme,Licence,6.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-18,,R-24,True
SYN-00486,Femme,Bac+2,4.3,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-01,,R-02,True
SYN-00487,Femme,Licence,7.1,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-28,,R-06,True
SYN-00488,Homme,Master,4.1,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-04-11,2026-05-06,R-02,True
SYN-00489,Homme,Master,6.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-06,,R-27,True
SYN-00490,Homme,Bac+2,5.4,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-11,,R-14,True
SYN-00491,Homme,Licence,7.3,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-16,,R-17,True
SYN-00492,Homme,Bac+2,4.8,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-31,,R-07,True
SYN-00493,Femme,Master,8.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-18,,R-16,True
SYN-00494,Femme,Master,1.1,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-24,,R-01,True
SYN-00495,Homme,Master,6.1,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-18,,R-06,True
SYN-00496,Homme,Master,6.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-11,,R-18,True
SYN-00497,Homme,Bac+2,11.0,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-27,,R-01,True
SYN-00498,Homme,Bac+2,2.6,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-08,,R-12,True
SYN-00499,Femme,Master,4.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-29,,R-26,True
SYN-00500,Femme,Master,1.3,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-22,,R-17,True
SYN-00501,Femme,Bac+2,10.9,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-04-04,2026-04-22,R-22,True
SYN-00502,Femme,Bac+2,13.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-31,,R-15,True
SYN-00503,Femme,Licence,3.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-02,,R-23,True
SYN-00504,Femme,Licence,2.8,Favorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-30,2026-02-05,R-30,True
SYN-00505,Femme,Master,18.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-17,,R-11,True
SYN-00506,Femme,Licence,4.0,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-25,,R-03,True
SYN-00507,Homme,Master,1.5,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-21,,R-14,True
SYN-00508,Homme,Bac+2,5.1,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-20,,R-21,True
SYN-00509,Homme,Licence,12.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-22,,R-08,True
SYN-00510,Homme,Bac+2,3.9,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-22,,R-23,True
SYN-00511,Femme,Bac+2,8.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-01,,R-01,True
SYN-00512,Femme,Licence,11.8,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-02-21,2026-03-30,R-23,True
SYN-00513,Homme,Licence,2.5,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-02-07,,R-30,True
SYN-00514,Homme,Licence,4.3,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-08,,R-29,True
SYN-00515,Femme,Bac+2,8.5,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-29,,R-18,True
SYN-00516,Homme,Bac+2,2.1,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-03-28,2026-04-07,R-27,True
SYN-00517,Femme,Licence,3.6,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-16,,R-16,True
SYN-00518,Homme,Master,11.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-31,,R-28,True
SYN-00519,Femme,Master,4.1,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-28,,R-07,True
SYN-00520,Homme,Bac+2,10.1,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-04-02,2026-05-16,R-01,True
SYN-00521,Homme,Licence,4.5,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-02-26,2026-03-30,R-17,True
SYN-00522,Homme,Licence,6.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-01,,R-17,True
SYN-00523,Homme,Bac+2,16.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-01,,R-21,True
SYN-00524,Homme,Master,2.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-14,,R-17,True
SYN-00525,Homme,Master,1.9,Favorable,Défavorable,Masquée,Défavorable,Oui,Favorable,2026-01-08,2026-01-31,R-26,True
SYN-00526,Femme,Licence,3.4,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-29,,R-16,True
SYN-00527,Homme,Master,8.0,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-24,,R-13,True
SYN-00528,Femme,Master,5.2,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-29,,R-18,True
SYN-00529,Homme,Master,9.8,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-29,,R-30,True
SYN-00530,Homme,Licence,5.7,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-04,,R-25,True
SYN-00531,Femme,Master,8.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-22,,R-06,True
SYN-00532,Homme,Licence,2.8,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-24,2026-02-13,R-14,True
SYN-00533,Homme,Master,3.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-13,,R-30,True
SYN-00534,Femme,Licence,3.6,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-01-06,2026-01-25,R-16,True
SYN-00535,Homme,Licence,3.3,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-03-10,2026-04-01,R-14,True
SYN-00536,Homme,Bac+2,3.4,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-27,,R-02,True
SYN-00537,Femme,Licence,4.4,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-25,,R-18,True
SYN-00538,Homme,Master,15.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-02,,R-06,True
SYN-00539,Homme,Licence,4.8,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-03,2026-04-15,R-17,True
SYN-00540,Homme,Licence,3.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-15,,R-10,True
SYN-00541,Homme,Licence,3.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-18,,R-04,True
SYN-00542,Femme,Licence,7.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-24,,R-26,True
SYN-00543,Femme,Bac+2,5.0,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-25,,R-19,True
SYN-00544,Homme,Bac+2,4.9,Favorable,Défavorable,Masquée,Défavorable,Oui,Favorable,2026-03-21,2026-04-17,R-16,True
SYN-00545,Femme,Master,2.2,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-03,,R-22,True
SYN-00546,Homme,Bac+2,3.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-05,,R-14,True
SYN-00547,Homme,Licence,2.5,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-06,,R-26,True
SYN-00548,Femme,Bac+2,4.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-06,,R-14,True
SYN-00549,Femme,Bac+2,5.0,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-04-02,2026-05-03,R-23,True
SYN-00550,Homme,Licence,9.8,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-01-23,2026-02-18,R-11,True
SYN-00551,Femme,Licence,3.2,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-27,,R-05,True
SYN-00552,Femme,Master,2.2,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-11,,R-20,True
SYN-00553,Femme,Master,8.5,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-25,2026-05-28,R-19,True
SYN-00554,Homme,Licence,6.3,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-09,,R-04,True
SYN-00555,Homme,Licence,2.7,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-23,,R-02,True
SYN-00556,Femme,Master,5.9,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-13,,R-03,True
SYN-00557,Femme,Bac+2,5.9,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-22,,R-27,True
SYN-00558,Femme,Bac+2,13.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-26,,R-10,True
SYN-00559,Homme,Bac+2,8.0,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-25,,R-17,True
SYN-00560,Homme,Master,14.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-29,,R-28,True
SYN-00561,Homme,Licence,5.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-05,,R-24,True
SYN-00562,Homme,Bac+2,5.1,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-25,,R-20,True
SYN-00563,Femme,Licence,4.9,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-10,2026-04-16,R-14,True
SYN-00564,Femme,Master,6.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-25,,R-24,True
SYN-00565,Femme,Bac+2,2.0,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-22,,R-07,True
SYN-00566,Homme,Master,6.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-18,,R-01,True
SYN-00567,Homme,Master,1.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-22,,R-09,True
SYN-00568,Homme,Licence,1.2,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-17,,R-26,True
SYN-00569,Femme,Bac+2,3.5,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-02-19,2026-03-29,R-09,True
SYN-00570,Femme,Bac+2,5.8,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-19,,R-25,True
SYN-00571,Femme,Master,1.6,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-04-08,2026-05-23,R-06,True
SYN-00572,Femme,Licence,3.7,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-12,2026-04-16,R-19,True
SYN-00573,Homme,Licence,9.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-02,,R-08,True
SYN-00574,Homme,Licence,6.3,Favorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-21,,R-01,True
SYN-00575,Homme,Licence,5.0,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-31,,R-07,True
SYN-00576,Homme,Bac+2,1.4,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-29,,R-17,True
SYN-00577,Homme,Master,6.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-18,,R-01,True
SYN-00578,Femme,Master,8.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-19,,R-26,True
SYN-00579,Femme,Bac+2,13.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-26,,R-02,True
SYN-00580,Femme,Master,4.2,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-23,,R-05,True
SYN-00581,Homme,Bac+2,8.3,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-01-10,2026-02-04,R-11,True
SYN-00582,Femme,Master,7.1,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-25,,R-02,True
SYN-00583,Femme,Licence,2.2,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-03,,R-30,True
SYN-00584,Homme,Bac+2,3.2,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-04-25,2026-06-06,R-15,True
SYN-00585,Homme,Licence,6.7,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-28,,R-18,True
SYN-00586,Homme,Licence,0.8,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-09,,R-21,True
SYN-00587,Homme,Master,7.6,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-15,,R-23,True
SYN-00588,Femme,Bac+2,3.4,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-29,,R-17,True
SYN-00589,Femme,Licence,4.5,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-19,,R-23,True
SYN-00590,Homme,Licence,10.6,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-02-20,2026-03-02,R-02,True
SYN-00591,Homme,Bac+2,7.5,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-09,,R-17,True
SYN-00592,Femme,Licence,11.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-24,,R-07,True
SYN-00593,Homme,Licence,3.8,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-30,,R-01,True
SYN-00594,Femme,Licence,10.2,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-30,,R-13,True
SYN-00595,Homme,Bac+2,8.5,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-04,,R-28,True
SYN-00596,Homme,Bac+2,6.6,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-03-17,2026-04-21,R-24,True
SYN-00597,Homme,Master,3.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-27,,R-10,True
SYN-00598,Femme,Master,8.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-24,,R-22,True
SYN-00599,Femme,Master,5.6,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-15,,R-13,True
SYN-00600,Homme,Licence,3.1,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-30,2026-03-04,R-10,True
SYN-00601,Homme,Bac+2,1.2,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-04-15,2026-05-06,R-19,True
SYN-00602,Femme,Bac+2,3.8,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-12,,R-05,True
SYN-00603,Femme,Licence,4.1,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-17,,R-11,True
SYN-00604,Femme,Licence,4.1,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-31,,R-23,True
SYN-00605,Homme,Master,11.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-20,,R-08,True
SYN-00606,Homme,Licence,11.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-30,,R-07,True
SYN-00607,Homme,Bac+2,1.2,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-02-16,2026-03-05,R-26,True
SYN-00608,Femme,Master,6.2,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-20,,R-28,True
SYN-00609,Femme,Bac+2,12.3,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-28,,R-04,True
SYN-00610,Homme,Licence,2.2,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-20,,R-23,True
SYN-00611,Homme,Master,8.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-16,,R-11,True
SYN-00612,Homme,Bac+2,4.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-15,,R-09,True
SYN-00613,Homme,Master,1.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-07,,R-12,True
SYN-00614,Homme,Licence,2.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-01,,R-16,True
SYN-00615,Homme,Licence,5.0,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-06,,R-29,True
SYN-00616,Femme,Master,3.8,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-19,,R-11,True
SYN-00617,Homme,Licence,3.3,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-19,2026-04-07,R-14,True
SYN-00618,Femme,Licence,3.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-31,,R-29,True
SYN-00619,Homme,Master,0.7,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-29,,R-20,True
SYN-00620,Femme,Bac+2,4.4,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-24,,R-28,True
SYN-00621,Femme,Bac+2,2.3,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-31,,R-20,True
SYN-00622,Homme,Licence,8.9,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-06,,R-28,True
SYN-00623,Homme,Licence,14.0,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-04-19,,R-08,True
SYN-00624,Femme,Bac+2,3.2,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-24,,R-02,True
SYN-00625,Femme,Master,1.2,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-23,,R-13,True
SYN-00626,Homme,Bac+2,2.2,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-03-10,2026-04-10,R-26,True
SYN-00627,Homme,Bac+2,3.9,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-05,,R-17,True
SYN-00628,Femme,Bac+2,2.0,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-04,2026-02-10,R-18,True
SYN-00629,Homme,Master,18.0,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-12,,R-19,True
SYN-00630,Femme,Bac+2,5.6,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-04,,R-21,True
SYN-00631,Femme,Licence,6.5,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-19,2026-06-01,R-30,True
SYN-00632,Femme,Bac+2,8.2,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-10,,R-06,True
SYN-00633,Homme,Licence,4.2,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-03-24,2026-04-13,R-02,True
SYN-00634,Homme,Master,1.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-31,,R-02,True
SYN-00635,Femme,Licence,8.4,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-26,,R-11,True
SYN-00636,Homme,Licence,5.1,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-04,2026-05-10,R-10,True
SYN-00637,Homme,Master,7.1,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-03,,R-18,True
SYN-00638,Homme,Bac+2,7.2,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-28,,R-09,True
SYN-00639,Femme,Bac+2,3.9,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-15,,R-23,True
SYN-00640,Femme,Bac+2,9.5,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-10,,R-22,True
SYN-00641,Homme,Master,17.3,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-08,,R-29,True
SYN-00642,Homme,Licence,7.6,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-02-25,,R-02,True
SYN-00643,Homme,Licence,2.8,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-03-03,,R-05,True
SYN-00644,Homme,Bac+2,16.5,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-15,,R-01,True
SYN-00645,Femme,Bac+2,11.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-17,,R-03,True
SYN-00646,Homme,Licence,2.6,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-15,2026-05-03,R-09,True
SYN-00647,Homme,Bac+2,3.4,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-03-18,2026-04-28,R-24,True
SYN-00648,Homme,Master,5.3,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-10,,R-20,True
SYN-00649,Femme,Licence,6.7,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-20,,R-16,True
SYN-00650,Homme,Bac+2,2.1,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-18,,R-11,True
SYN-00651,Homme,Licence,5.8,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-21,,R-26,True
SYN-00652,Femme,Licence,4.0,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-21,,R-12,True
