status,duration_months,credit_history,purpose,amount_dm,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
200_plus_dm,6,no_or_repaid_credits,furniture_equipment,2108,unknown_or_none,4_to_7_years,2,female_single,none,2,unknown_or_none,29,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,new_car,4042,1000_plus_dm,4_to_7_years,3,male_married_or_widowed,none,4,car_or_other,43,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,12,all_repaid_at_bank,other,926,unknown_or_none,unemployed,1,female_non_single_or_male_single,none,2,car_or_other,38,none,rent,1,unemployed_or_nonresident_unskilled,2,no,no,good,35_49
no_checking_account,12,no_or_repaid_credits,furniture_equipment,1680,100_to_500_dm,7_plus_years,3,female_single,none,1,unknown_or_none,35,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,24,no_or_repaid_credits,other,1249,unknown_or_none,under_1_year,4,female_single,none,2,unknown_or_none,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,other,2463,below_100_dm,4_to_7_years,4,female_single,none,3,car_or_other,27,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,6,no_or_repaid_credits,furniture_equipment,1595,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,2,car_or_other,51,none,rent,1,skilled_employee_or_official,1,no,no,good,50_plus
200_plus_dm,24,all_repaid_at_bank,domestic_appliances,2058,unknown_or_none,1_to_4_years,4,male_divorced_or_separated,none,2,unknown_or_none,33,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,24,no_or_repaid_credits,new_car,7814,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,3,savings_or_life_insurance,38,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,6,all_repaid_at_bank,furniture_equipment,1740,unknown_or_none,7_plus_years,2,female_single,none,2,unknown_or_none,30,none,free,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,1240,1000_plus_dm,7_plus_years,4,female_non_single_or_male_single,none,2,unknown_or_none,38,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,24,all_repaid_at_bank,new_car,6842,1000_plus_dm,1_to_4_years,2,male_married_or_widowed,none,4,car_or_other,46,none,rent,2,manager_or_self_employed,1,yes,no,good,35_49
200_plus_dm,24,all_repaid_at_bank,used_car,5150,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
no_checking_account,6,no_or_repaid_credits,other,1203,below_100_dm,7_plus_years,3,male_married_or_widowed,none,2,car_or_other,43,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,6,all_repaid_at_bank,other,2080,100_to_500_dm,1_to_4_years,1,female_single,none,2,savings_or_life_insurance,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,6,no_or_repaid_credits,repairs,1538,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,2,real_estate,56,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
below_0_dm,24,all_repaid_at_bank,other,3878,below_100_dm,under_1_year,4,male_divorced_or_separated,none,2,savings_or_life_insurance,37,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,30,no_or_repaid_credits,used_car,3832,unknown_or_none,under_1_year,2,female_single,none,1,car_or_other,22,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,15,no_or_repaid_credits,other,3186,500_to_1000_dm,4_to_7_years,2,female_non_single_or_male_single,none,3,savings_or_life_insurance,20,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
below_0_dm,24,no_or_repaid_credits,furniture_equipment,2896,below_100_dm,under_1_year,2,male_married_or_widowed,none,1,savings_or_life_insurance,29,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,24,repaid_to_date,retraining,6967,below_100_dm,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,36,none,free,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,36,no_or_repaid_credits,repairs,1819,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,37,stores,own,1,skilled_employee_or_official,2,yes,no,bad,35_49
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,5943,1000_plus_dm,under_1_year,1,female_non_single_or_male_single,none,1,savings_or_life_insurance,44,none,rent,2,skilled_employee_or_official,2,yes,no,bad,35_49
200_plus_dm,36,all_repaid_at_bank,used_car,7127,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,4,car_or_other,23,none,free,2,skilled_employee_or_official,2,yes,no,bad,under_25
200_plus_dm,36,no_or_repaid_credits,used_car,3349,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,28,none,rent,1,manager_or_self_employed,2,yes,no,bad,25_34
200_plus_dm,36,no_or_repaid_credits,used_car,10974,unknown_or_none,unemployed,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,26,none,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
200_plus_dm,6,no_or_repaid_credits,furniture_equipment,518,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,1,unknown_or_none,29,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,18,no_or_repaid_credits,furniture_equipment,1126,1000_plus_dm,under_1_year,4,female_non_single_or_male_single,none,2,unknown_or_none,21,none,free,1,skilled_employee_or_official,2,yes,no,good,under_25
below_0_dm,12,all_repaid_at_bank,new_car,1860,unknown_or_none,unemployed,4,male_married_or_widowed,none,2,savings_or_life_insurance,34,none,rent,2,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,36,all_repaid_at_bank,furniture_equipment,9566,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,savings_or_life_insurance,31,stores,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,12,no_or_repaid_credits,furniture_equipment,701,unknown_or_none,1_to_4_years,4,female_single,none,2,unknown_or_none,40,none,rent,1,resident_unskilled,2,no,no,good,35_49
below_0_dm,12,no_or_repaid_credits,furniture_equipment,2930,unknown_or_none,4_to_7_years,2,female_non_single_or_male_single,none,1,unknown_or_none,27,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,18,no_or_repaid_credits,furniture_equipment,1505,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,real_estate,32,none,own,1,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,2238,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,1,savings_or_life_insurance,25,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,4,all_repaid_at_bank,furniture_equipment,1503,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,unknown_or_none,42,none,rent,2,resident_unskilled,1,no,no,good,35_49
200_plus_dm,24,all_repaid_at_bank,new_car,2197,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,43,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
0_to_200_dm,12,no_or_repaid_credits,furniture_equipment,1881,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,savings_or_life_insurance,44,none,free,1,resident_unskilled,2,yes,no,good,35_49
no_checking_account,18,all_repaid_at_bank,furniture_equipment,1880,unknown_or_none,4_to_7_years,4,female_single,none,1,car_or_other,32,none,rent,2,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,18,no_or_repaid_credits,furniture_equipment,2389,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,savings_or_life_insurance,27,stores,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,24,no_or_repaid_credits,furniture_equipment,1967,unknown_or_none,7_plus_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,20,none,rent,1,skilled_employee_or_official,2,yes,no,good,under_25
200_plus_dm,4,all_repaid_at_bank,other,3380,unknown_or_none,4_to_7_years,1,female_non_single_or_male_single,none,1,unknown_or_none,37,none,rent,1,skilled_employee_or_official,1,no,no,good,35_49
200_plus_dm,4,all_repaid_at_bank,other,1455,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,unknown_or_none,42,none,rent,3,resident_unskilled,1,no,no,good,35_49
200_plus_dm,7,all_repaid_at_bank,furniture_equipment,730,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,2,car_or_other,46,none,free,2,resident_unskilled,2,yes,no,good,35_49
below_0_dm,18,past_delay,used_car,3244,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,33,bank,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,9,no_or_repaid_credits,furniture_equipment,1670,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,22,none,rent,1,skilled_employee_or_official,2,yes,no,bad,under_25
below_0_dm,48,no_or_repaid_credits,furniture_equipment,3979,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,1,savings_or_life_insurance,41,none,rent,2,skilled_employee_or_official,1,yes,no,good,35_49
below_0_dm,12,no_or_repaid_credits,used_car,1922,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,car_or_other,37,none,rent,1,resident_unskilled,2,no,no,bad,35_49
below_0_dm,18,all_repaid_at_bank,used_car,1295,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,car_or_other,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,4,all_repaid_at_bank,furniture_equipment,1544,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,unknown_or_none,42,none,rent,3,resident_unskilled,1,no,no,good,35_49
below_0_dm,8,no_or_repaid_credits,retraining,907,unknown_or_none,under_1_year,3,female_single,none,2,unknown_or_none,26,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,30,no_or_repaid_credits,furniture_equipment,1715,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,1,savings_or_life_insurance,26,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,10,all_repaid_at_bank,furniture_equipment,1347,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,2,car_or_other,27,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,12,no_or_repaid_credits,other,1007,500_to_1000_dm,1_to_4_years,4,female_single,none,1,unknown_or_none,22,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,12,all_repaid_at_bank,used_car,1402,100_to_500_dm,4_to_7_years,3,female_non_single_or_male_single,none,4,savings_or_life_insurance,37,none,free,1,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,12,no_or_repaid_credits,other,2002,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,4,car_or_other,30,none,free,1,skilled_employee_or_official,1,yes,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,repairs,2096,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,3,unknown_or_none,49,none,rent,1,resident_unskilled,1,no,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,other,1101,unknown_or_none,1_to_4_years,3,female_single,none,2,unknown_or_none,27,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,10,no_or_repaid_credits,vacation,894,1000_plus_dm,4_to_7_years,4,female_non_single_or_male_single,none,3,car_or_other,40,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,11,no_or_repaid_credits,used_car,1577,500_to_1000_dm,under_1_year,4,female_non_single_or_male_single,none,1,unknown_or_none,20,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,33,repaid_to_date,retraining,2764,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,savings_or_life_insurance,26,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
below_0_dm,48,past_delay,other,8358,100_to_500_dm,under_1_year,1,female_non_single_or_male_single,none,1,savings_or_life_insurance,30,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,12,no_or_repaid_credits,used_car,1474,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,car_or_other,33,bank,rent,1,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,24,no_or_repaid_credits,new_car,5433,1000_plus_dm,unemployed,2,female_non_single_or_male_single,none,4,car_or_other,26,none,free,1,manager_or_self_employed,2,yes,no,good,25_34
below_0_dm,14,no_or_repaid_credits,retraining,1410,100_to_500_dm,7_plus_years,1,female_single,none,2,unknown_or_none,35,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,20,all_repaid_at_bank,other,3485,1000_plus_dm,under_1_year,2,male_divorced_or_separated,none,4,unknown_or_none,44,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,18,all_repaid_at_bank,new_car,3850,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,1,savings_or_life_insurance,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,60,no_or_repaid_credits,other,7408,below_100_dm,under_1_year,4,female_non_single_or_male_single,none,2,car_or_other,24,none,rent,1,manager_or_self_employed,2,no,no,bad,under_25
0_to_200_dm,24,no_or_repaid_credits,furniture_equipment,1377,below_100_dm,7_plus_years,4,female_non_single_or_male_single,none,2,real_estate,47,none,own,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,30,repaid_to_date,retraining,4272,below_100_dm,1_to_4_years,2,male_married_or_widowed,none,2,car_or_other,26,none,rent,2,resident_unskilled,2,no,no,good,25_34
below_0_dm,24,repaid_to_date,furniture_equipment,1553,below_100_dm,4_to_7_years,3,female_non_single_or_male_single,none,2,car_or_other,23,none,free,2,skilled_employee_or_official,2,yes,no,good,under_25
below_0_dm,36,repaid_to_date,retraining,9857,below_100_dm,4_to_7_years,1,male_married_or_widowed,none,3,car_or_other,31,none,rent,2,resident_unskilled,1,yes,no,good,25_34
200_plus_dm,6,all_repaid_at_bank,other,362,below_100_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,52,none,rent,2,resident_unskilled,2,no,no,good,50_plus
200_plus_dm,12,all_repaid_at_bank,used_car,1935,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,43,none,rent,3,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,48,no_or_repaid_credits,furniture_equipment,10222,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,3,savings_or_life_insurance,37,stores,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
0_to_200_dm,12,no_or_repaid_credits,other,1330,unknown_or_none,under_1_year,4,male_married_or_widowed,none,1,unknown_or_none,26,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,repairs,9055,1000_plus_dm,1_to_4_years,2,male_married_or_widowed,none,4,real_estate,35,none,own,1,resident_unskilled,1,yes,no,good,35_49
below_0_dm,26,no_or_repaid_credits,new_car,7966,unknown_or_none,under_1_year,2,male_married_or_widowed,none,3,savings_or_life_insurance,30,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,30,critical_or_other_credits,used_car,3496,500_to_1000_dm,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,34,stores,rent,1,skilled_employee_or_official,1,yes,no,good,25_34
below_0_dm,36,no_or_repaid_credits,new_car,6948,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,35,none,free,1,manager_or_self_employed,2,yes,no,good,35_49
below_0_dm,48,past_delay,retraining,12204,1000_plus_dm,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,48,bank,rent,1,manager_or_self_employed,2,yes,no,good,35_49
no_checking_account,36,no_or_repaid_credits,used_car,3446,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,42,none,rent,1,skilled_employee_or_official,1,no,no,bad,35_49
no_checking_account,12,no_or_repaid_credits,repairs,684,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,40,none,free,1,resident_unskilled,1,no,no,bad,35_49
no_checking_account,33,all_repaid_at_bank,used_car,4281,100_to_500_dm,1_to_4_years,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,23,none,rent,2,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,42,no_or_repaid_credits,furniture_equipment,7174,1000_plus_dm,4_to_7_years,4,female_non_single_or_male_single,none,3,savings_or_life_insurance,30,none,rent,1,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,24,critical_or_other_credits,furniture_equipment,1546,unknown_or_none,4_to_7_years,4,male_married_or_widowed,guarantor,4,savings_or_life_insurance,24,bank,free,1,resident_unskilled,2,no,no,bad,under_25
no_checking_account,24,no_or_repaid_credits,used_car,2359,below_100_dm,unemployed,1,male_divorced_or_separated,none,1,car_or_other,33,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,3621,below_100_dm,7_plus_years,2,male_married_or_widowed,none,4,savings_or_life_insurance,31,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,12,no_or_repaid_credits,radio_television,741,below_100_dm,unemployed,4,female_non_single_or_male_single,none,3,car_or_other,22,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,12,no_or_repaid_credits,used_car,7865,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,real_estate,53,none,own,1,manager_or_self_employed,2,yes,no,bad,50_plus
no_checking_account,24,no_or_repaid_credits,new_car,2910,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,real_estate,34,none,own,1,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,18,all_repaid_at_bank,other,5302,unknown_or_none,7_plus_years,2,male_married_or_widowed,none,4,real_estate,36,none,own,3,manager_or_self_employed,2,yes,no,good,35_49
no_checking_account,36,no_or_repaid_credits,used_car,3620,unknown_or_none,1_to_4_years,1,male_married_or_widowed,guarantor,2,car_or_other,37,none,rent,1,skilled_employee_or_official,1,no,no,good,35_49
no_checking_account,18,no_or_repaid_credits,furniture_equipment,3509,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,guarantor,1,unknown_or_none,25,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,12,no_or_repaid_credits,used_car,3017,unknown_or_none,under_1_year,3,female_non_single_or_male_single,none,1,unknown_or_none,34,none,free,1,manager_or_self_employed,2,no,no,good,25_34
no_checking_account,12,no_or_repaid_credits,used_car,1657,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,unknown_or_none,27,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,8,all_repaid_at_bank,business,1164,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,real_estate,51,bank,own,2,manager_or_self_employed,1,yes,no,good,50_plus
no_checking_account,36,all_repaid_at_bank,used_car,6229,unknown_or_none,under_1_year,4,female_non_single_or_male_single,co_applicant,4,real_estate,23,none,free,2,resident_unskilled,2,yes,no,bad,under_25
no_checking_account,24,critical_or_other_credits,other,1193,unknown_or_none,unemployed,1,female_non_single_or_male_single,co_applicant,4,real_estate,29,none,free,2,unemployed_or_nonresident_unskilled,2,no,no,bad,25_34
no_checking_account,30,past_delay,used_car,4583,unknown_or_none,1_to_4_years,2,male_divorced_or_separated,guarantor,2,unknown_or_none,32,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,36,all_repaid_at_bank,used_car,5371,unknown_or_none,1_to_4_years,3,male_married_or_widowed,guarantor,2,car_or_other,28,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,12,no_or_repaid_credits,used_car,708,unknown_or_none,1_to_4_years,2,male_married_or_widowed,guarantor,3,car_or_other,38,none,rent,1,resident_unskilled,1,no,no,good,35_49
no_checking_account,21,all_repaid_at_bank,other,571,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,65,none,rent,2,skilled_employee_or_official,2,no,no,good,50_plus
no_checking_account,30,no_or_repaid_credits,furniture_equipment,2522,unknown_or_none,7_plus_years,1,male_married_or_widowed,guarantor,3,car_or_other,39,none,rent,1,skilled_employee_or_official,1,no,no,good,35_49
no_checking_account,36,no_or_repaid_credits,used_car,5179,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,car_or_other,29,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,36,no_or_repaid_credits,new_car,8229,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,car_or_other,26,none,rent,1,skilled_employee_or_official,1,no,no,bad,25_34
200_plus_dm,24,all_repaid_at_bank,used_car,2028,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,2,car_or_other,30,none,rent,2,resident_unskilled,2,no,no,good,25_34
no_checking_account,6,no_or_repaid_credits,other,1374,1000_plus_dm,unemployed,4,female_non_single_or_male_single,none,3,car_or_other,75,none,rent,1,manager_or_self_employed,2,yes,no,good,50_plus
no_checking_account,12,no_or_repaid_credits,used_car,1289,unknown_or_none,1_to_4_years,4,male_married_or_widowed,guarantor,1,car_or_other,21,none,rent,1,resident_unskilled,2,no,no,good,under_25
no_checking_account,36,no_or_repaid_credits,used_car,2712,unknown_or_none,7_plus_years,2,male_married_or_widowed,none,2,car_or_other,41,bank,rent,1,skilled_employee_or_official,1,no,no,bad,35_49
no_checking_account,15,all_repaid_at_bank,used_car,975,unknown_or_none,1_to_4_years,2,male_divorced_or_separated,none,3,car_or_other,25,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,6,repaid_to_date,used_car,1050,unknown_or_none,unemployed,4,male_married_or_widowed,none,1,car_or_other,35,stores,rent,2,manager_or_self_employed,2,yes,yes,good,35_49
no_checking_account,6,all_repaid_at_bank,other,609,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,none,3,car_or_other,37,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,48,no_or_repaid_credits,new_car,4788,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,3,car_or_other,26,none,rent,1,skilled_employee_or_official,1,no,no,good,25_34
below_0_dm,24,no_or_repaid_credits,used_car,3069,below_100_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,30,none,own,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,12,no_or_repaid_credits,other,836,below_100_dm,under_1_year,4,female_non_single_or_male_single,none,2,car_or_other,23,bank,rent,1,resident_unskilled,2,no,no,bad,under_25
no_checking_account,12,no_or_repaid_credits,used_car,2577,unknown_or_none,1_to_4_years,2,male_divorced_or_separated,none,1,savings_or_life_insurance,42,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,12,no_or_repaid_credits,used_car,1620,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,co_applicant,3,car_or_other,30,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,15,no_or_repaid_credits,used_car,1845,unknown_or_none,under_1_year,4,female_non_single_or_male_single,guarantor,1,car_or_other,46,none,free,1,skilled_employee_or_official,2,no,no,good,35_49
no_checking_account,24,no_or_repaid_credits,new_car,6579,unknown_or_none,unemployed,4,male_married_or_widowed,none,2,real_estate,29,none,own,1,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,12,no_or_repaid_credits,other,1893,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,guarantor,4,car_or_other,29,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
no_checking_account,30,all_repaid_at_bank,new_car,10623,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,real_estate,38,none,own,3,manager_or_self_employed,1,yes,no,good,35_49
no_checking_account,18,no_or_repaid_credits,other,2249,below_100_dm,4_to_7_years,4,male_married_or_widowed,none,3,savings_or_life_insurance,30,none,rent,1,manager_or_self_employed,1,yes,no,good,25_34
no_checking_account,30,no_or_repaid_credits,used_car,3108,unknown_or_none,under_1_year,2,male_divorced_or_separated,none,4,car_or_other,31,none,rent,1,resident_unskilled,2,no,no,bad,25_34
below_0_dm,12,all_repaid_at_bank,other,958,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,3,unknown_or_none,47,none,rent,2,resident_unskilled,1,no,no,good,35_49
200_plus_dm,24,no_or_repaid_credits,new_car,9277,1000_plus_dm,1_to_4_years,2,male_divorced_or_separated,none,4,real_estate,48,none,own,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,24,all_repaid_at_bank,business,6314,unknown_or_none,unemployed,4,male_married_or_widowed,co_applicant,2,real_estate,27,bank,rent,2,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,12,all_repaid_at_bank,new_car,1526,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,real_estate,66,none,own,2,manager_or_self_employed,2,no,no,good,50_plus
no_checking_account,12,no_or_repaid_credits,used_car,3590,unknown_or_none,1_to_4_years,2,male_married_or_widowed,co_applicant,2,car_or_other,29,none,rent,1,resident_unskilled,1,no,no,good,25_34
no_checking_account,24,all_repaid_at_bank,new_car,6615,unknown_or_none,unemployed,2,male_married_or_widowed,none,4,real_estate,75,none,own,2,manager_or_self_employed,2,yes,no,good,50_plus
no_checking_account,6,all_repaid_at_bank,used_car,1872,unknown_or_none,unemployed,4,male_married_or_widowed,none,4,real_estate,36,none,own,3,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,other,2859,1000_plus_dm,unemployed,4,male_married_or_widowed,none,4,real_estate,38,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,18,all_repaid_at_bank,furniture_equipment,1582,500_to_1000_dm,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,46,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,6,no_or_repaid_credits,vacation,1238,1000_plus_dm,unemployed,4,male_married_or_widowed,none,4,car_or_other,36,none,rent,1,manager_or_self_employed,1,yes,no,good,35_49
no_checking_account,12,no_or_repaid_credits,used_car,2578,unknown_or_none,unemployed,3,female_non_single_or_male_single,none,4,real_estate,55,none,own,1,manager_or_self_employed,2,no,no,good,50_plus
no_checking_account,15,all_repaid_at_bank,used_car,1433,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,3,car_or_other,25,none,free,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,42,no_or_repaid_credits,used_car,7882,unknown_or_none,4_to_7_years,2,male_married_or_widowed,guarantor,4,car_or_other,45,none,own,1,skilled_employee_or_official,1,no,no,good,35_49
no_checking_account,24,no_or_repaid_credits,used_car,4169,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,car_or_other,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,36,no_or_repaid_credits,used_car,3959,unknown_or_none,unemployed,4,male_married_or_widowed,none,3,car_or_other,30,none,rent,1,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,36,no_or_repaid_credits,other,3249,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,4,real_estate,39,bank,own,1,manager_or_self_employed,1,yes,no,good,35_49
no_checking_account,24,no_or_repaid_credits,used_car,3149,unknown_or_none,under_1_year,4,male_married_or_widowed,none,1,real_estate,22,bank,own,1,skilled_employee_or_official,2,no,no,good,under_25
